Title,Company,Job Description,Skills,Location,Work Type
Placement Officer - Engineering College,Easa College Of Engineering & Technology,"Company Overview EASA College of Engineering & Technology (Autonomous) is a prestigious institution in the higher education sector, located in Coimbatore, Tamil Nadu, India. Known for its dedication to academic excellence and innovation, Easa College provides a dynamic environment for both students and faculty. With a robust workforce of 201-500 employees, the college is committed to enhancing educational outcomes through cutting-edge technology and industry-relevant programs. Discover more at …","Excel, Excel","Coimbatore, Tamil Nadu",Onsite
Human Resources Executive,Luneblaze,"Company Description Luneblaze is a tech-based solution provider that specializes in helping educational institutions automate their accreditations and assessments. Our solutions include SQAAF for Schools and NAAC, NBA, and NIRF for Colleges. Located in Faridabad, we are dedicated to streamlining processes and improving efficiency in the education sector. We are seeking highly motivated and talented individuals as: - HR Executive Skill & qualification requirements - Excellent communication and p…","Excel, Excel, Communication","Faridabad, Haryana",Onsite
Lead Talent Management,Jobdost,Organizational development Create an Organization structure and define the OKRs for departments/roles Design and implement the policy and process Identify the skills gaps to develop and retain the talent Build the individual career path and emerging leaders Design the framework for succession planning Performance Management Leading the performance management system across the company to achieve the goals of department and Company Design the process for consistent periodic review and feedback 36…,,Bengaluru,Onsite
Head of US Recruitment (Night Shift),Lytegen,"Description Head of US Recruitment Location: Mohali (On-site) Shift: 09:30 PM – 6:30 AM IST About the Role We are seeking a dynamic, hands-on, and results-driven Head of US Recruitment to lead and scale our US hiring operations. This is a high-impact role for someone who thrives in a fast-paced, high-volume, sales-focused environment . You will own full-cycle recruitment across Sales, Operations, Leadership, and specialized positions, and build a high-performing, aggressive recruiting team capa…","Recruitment, Leadership",India,Onsite
People Partner,Maersk,"APM Terminals About US A.P. Moller - Maersk is an integrated container logistics company working to connect and simplify its customers’ supply chains. As the global leader in shipping services, the company operates in 130 countries and employs roughly 76,000 people. With simple end-to-end offering of products and digital services, seamless customer engagement and a superior end-to-end delivery network, Maersk enables its customers to trade and grow by transporting goods anywhere - all over the …",,Bengaluru,Remote
Onsite Return-to-Work/ Restart Job Cum Training in HR Recruitment,Cyitechsearch,"Responsibilities: Sourcing candidates through various channels such as job portals, social media, and employee referrals. Conduct initial phone screens and schedule interviews. Coordinate with hiring managers to understand job requirements and facilitate the recruitment process. Support in the selection process, including conducting interviews and assisting in the assessment of candidates. Assist in organizing recruitment events, job fairs, and. campus hiring activities. Help in maintaining and…",Recruitment,"Lucknow, Uttar Pradesh",Onsite
Human Resources Executive,GREATBELL HR Consultancy Services PVT LTD,"Company Overview GREATBELL HR Consultancy Services PVT LTD, headquartered in Cochin, Kerala, specializes in Technical and Hospitality Manpower Recruitment. With an impressive portfolio of collaborations with around 500 companies in India, they are a leader in the Human Resources Services industry. Despite having a compact team of 2-10 employees, GREATBELL HR maintains a strong presence and influence. Visit us at www.greatbellhr.com for more info. Job Overview We are seeking a dynamic Human Reso…",Recruitment,Bengaluru,Onsite
"Tech Sourcing Recruiter, Global Strategic Solutions",Amazon Development Centre Private Limited,"Description Possesses understanding of client needs and hiring conditions external and internal. Provides advice, expertise and assistance to all levels of personnel both internal and external on various recruiting/talent acquisition related issues. Serves as trusted member of Global TA organization driving great partnerships with internal & external customers. Provides sourcing and candidate generation to hiring managers across multiple teams, organizations and locations. To be great in this r…","Rust, R, Talent Acquisition","Bilaspur, Chhattisgarh",Onsite
Human Resources Executive,Dotcom IoT LLP.,"Job Overview Dotcom IoT LLP is seeking an enthusiastic Human Resources Executive to join our team in Surat. This full-time position requires a minimum of one year of experience in the HR field. The ideal candidate will be responsible for various HR functions, ensuring efficient HR operations aligned with our organizational goals. The role demands proficiency in key HR areas, including talent acquisition, employee relations, and attendance management. Qualifications and Skills Proven work experi…",Talent Acquisition,"Surat, Gujarat",Onsite
Technology Recruiter (PL706),Paralucent,"As a Technical Recruiter at Paralucent, you will play a crucial role in identifying, attracting, and hiring top technical talent to support our growing IT consulting services. You will manage the full recruitment lifecycle, from sourcing to onboarding, and work closely with hiring managers to ensure we bring in the best candidates for our team. Key Responsibilities Collaborate with hiring managers to understand job requirements and define recruitment strategies. Source, engage, and screen candi…",Recruitment,India,Onsite
